,job_title,job_metadata,hiring_team_name,hiring_team_link,description,company_metadata,link,description_summary
35,Technology Analyst,"Capula Investment Management LLP · London, England, United Kingdom (On-site)  1 month ago  · 45 applicants",,,,"['Full-time · Associate', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 45 applicants. Try Premium for free', '2 of 3 skills match your profile - you may be a good fit']",https://www.linkedin.com/jobs/view/3640857711/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=25dK48ysmhZGy9hPk6wIZA%3D%3D&trk=flagship3_search_srp_jobs,
36,Risk Developer,"Capula Investment Management LLP · London, England, United Kingdom (On-site)  4 weeks ago  · 34 applicants",,,,"['Full-time · Associate', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 34 applicants. Try Premium for free', 'Skills: Python (Programming Language), Programming, +8 more']",https://www.linkedin.com/jobs/view/3651902207/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=jBf9mrXd9m2PlAYQPaXx4g%3D%3D&trk=flagship3_search_srp_jobs,
37,Python Developer,"Capula Investment Management LLP · New York, United States (On-site)  1 month ago  · 90 applicants",,,,"['Full-time · Associate', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 90 applicants. Try Premium for free', 'Skills: Programming, Python (Programming Language), +8 more']",https://www.linkedin.com/jobs/view/3644261417/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=n8Qx6CJdgGiDDo90RBrqVw%3D%3D&trk=flagship3_search_srp_jobs,
38,Quantitative Researcher: Machine Learning,"Two Sigma · New York, NY (Hybrid) Reposted  2 weeks ago  · 1,650 applicants",,,,"['$165,000/yr - $300,000/yr (from job description) · Full-time', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 1,650 applicants. Try Premium for free', '6 of 10 skills match your profile - you may be a good fit', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3313215419/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=8EtGBFE%2Fqw4rmbOYXqv9PQ%3D%3D&trk=flagship3_search_srp_jobs,
39,Reliability Engineer,"Two Sigma · New York, NY (Hybrid) Reposted  9 hours ago  · 378 applicants",,,,"['$125,000/yr - $300,000/yr (from job description) · Full-time', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 378 applicants. Try Premium for free', 'Skills: Computer Science, Reliability Engineering, +2 more', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3313219159/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=cWUnBCZ%2BZHEg4OQcsJdmsA%3D%3D&trk=flagship3_search_srp_jobs,
40,Quantitative Researcher - Internship [2024 Summer],"Two Sigma · New York, NY (Hybrid) Reposted  2 days ago  · 669 applicants",,,,"['$3,500/month - $4,200/month (from job description) · Internship', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 669 applicants. Try Premium for free', 'Skills: Programming, Python (Programming Language), +8 more', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3650034080/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=8MrwUrv%2FkIBYR1YYtOXAKg%3D%3D&trk=flagship3_search_srp_jobs,
41,Quantitative Software Engineer,"Two Sigma · New York, NY (Hybrid) Reposted  8 hours ago  · 1,156 applicants",,,,"['$165,000/yr - $300,000/yr (from job description) · Full-time', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 1,156 applicants. Try Premium for free', 'Skills: Computer Science, Programming, +8 more', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3313217385/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=KLYooVeBtE3sB0Nx73D7Lw%3D%3D&trk=flagship3_search_srp_jobs,
42,Quantitative Researcher - Full-Time Campus Hire,"Two Sigma · New York, NY (Hybrid) Reposted  1 week ago  · 500 applicants",,,,"['$200,000/yr - $205,000/yr (from job description) · Full-time', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 500 applicants. Try Premium for free', '6 of 10 skills match your profile - you may be a good fit', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3645811978/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=xtjCO1SHQbrbWJRM0QzzmA%3D%3D&trk=flagship3_search_srp_jobs,
43,Quantitative Researcher: Machine Learning,"Two Sigma · New York, NY (Hybrid) Reposted  3 hours ago  · 356 applicants",,,,"['$165,000/yr - $300,000/yr (from job description) · Full-time', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 356 applicants. Try Premium for free', '6 of 10 skills match your profile - you may be a good fit', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3637639924/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=HxLvj%2FQyyyIrRC3V0Sn36w%3D%3D&trk=flagship3_search_srp_jobs,
44,AI Research Scientist,"Two Sigma · London, England, United Kingdom (Hybrid) Reposted  2 weeks ago  · 989 applicants",,,,"['Full-time', '1,001-5,000 employees · Financial Services', '96 school alumni work here', 'See how you compare to 989 applicants. Try Premium for free', '9 of 10 skills match your profile - you may be a good fit', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all']",https://www.linkedin.com/jobs/view/3323205536/?eBP=JOB_SEARCH_ORGANIC&refId=gL7HeqzHjwy27p9Z0WI%2BVg%3D%3D&trackingId=zleIGpNt7l6wqSi6I3KDSQ%3D%3D&trk=flagship3_search_srp_jobs,
45,Research Analyst,"Lighthouse Investment Partners, LLC · Hong Kong, Hong Kong SAR (On-site) Reposted  1 month ago  · 1,038 applicants",,,,"['Full-time · Associate', '201-500 employees · Financial Services', '1 school alum works here', 'See how you compare to 1,038 applicants. Try Premium for free', 'Skills: English, Analytical Skills, +8 more']",https://www.linkedin.com/jobs/view/3602435465/?eBP=JOB_SEARCH_ORGANIC&refId=9iXobh17Zz9JAjKCK9AlbA%3D%3D&trackingId=l1aGHhjZAbBxSdOEpWlUSQ%3D%3D&trk=flagship3_search_srp_jobs,
46,Receptionist/ Administrative Assistant,"Lighthouse Investment Partners, LLC · Palm Beach Gardens, FL (On-site)  2 weeks ago  · 74 applicants",,,,"['Full-time · Associate', '201-500 employees · Financial Services', '1 school alum works here', 'See how you compare to 74 applicants. Try Premium for free', 'Skills: Microsoft Office, Microsoft Excel, +8 more']",https://www.linkedin.com/jobs/view/3660767925/?eBP=JOB_SEARCH_ORGANIC&refId=9iXobh17Zz9JAjKCK9AlbA%3D%3D&trackingId=Bpryp5vFzFS1hllgMB7dcQ%3D%3D&trk=flagship3_search_srp_jobs,
47,Senior Data Engineer,"Viking Global Investors · New York, NY (Hybrid) Reposted  2 weeks ago  · 242 applicants",,,,"['$150,000/yr - $250,000/yr · Full-time · Mid-Senior level', '201-500 employees · Investment Management', '4 school alumni work here', 'See how you compare to 242 applicants. Try Premium for free', 'Skills: Data Engineering, Python (Programming Language), +8 more']",https://www.linkedin.com/jobs/view/3601201348/?eBP=JOB_SEARCH_ORGANIC&refId=kuwmQEwX2bEoN8abVVtxGQ%3D%3D&trackingId=dNue1YAA%2F0FBSWw%2Fg1jc9g%3D%3D&trk=flagship3_search_srp_jobs,
48,Tax Compliance Specialist,"Viking Global Investors · Greenwich, CT (Hybrid) Reposted  2 weeks ago  · 11 applicants",,,,"['Full-time · Associate', '201-500 employees · Investment Management', '4 school alumni work here', 'See how you compare to 11 applicants. Try Premium for free', 'Skills: Microsoft Excel, Accounting, +6 more']",https://www.linkedin.com/jobs/view/3631670499/?eBP=JOB_SEARCH_ORGANIC&refId=kuwmQEwX2bEoN8abVVtxGQ%3D%3D&trackingId=VXpYuqLNilYoeT%2BBeOCRPw%3D%3D&trk=flagship3_search_srp_jobs,
49,Marketing Representative / PR,"Millennium Events Management · Irving, TX (Hybrid)  1 month ago",,,,"['Full-time · Entry level', '11-50 employees · Advertising Services', 'See how you compare to 20 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3635262093/?eBP=JOB_SEARCH_ORGANIC&refId=KS9UNQLj14A661CE2RlK%2Bg%3D%3D&trackingId=q9UXPTcuUn1Med%2FvcRddNw%3D%3D&trk=flagship3_search_srp_jobs,
50,Junior Account Management Trainee,"Millennium Events Management · Irving, TX (On-site)  2 months ago  · 2 applicants",,,,"['Full-time · Internship', '11-50 employees · Advertising Services', 'See recent hiring trends for Millennium Events Management. Try Premium for free', 'Skills: Communication, Oral Communication, +7 more']",https://www.linkedin.com/jobs/view/3642396678/?eBP=JOB_SEARCH_ORGANIC&refId=KS9UNQLj14A661CE2RlK%2Bg%3D%3D&trackingId=WOvQnyEJRfJuv7akt3Z81Q%3D%3D&trk=flagship3_search_srp_jobs,
51,Customer Service Representative,"Millennium Events Management · Irving, TX (On-site)  2 months ago  · 0 applicants",,,,"['Full-time · Mid-Senior level', '11-50 employees · Advertising Services', 'See recent hiring trends for Millennium Events Management. Try Premium for free', 'Skills: Communication, Phone Etiquette, +8 more']",https://www.linkedin.com/jobs/view/3642390610/?eBP=JOB_SEARCH_ORGANIC&refId=KS9UNQLj14A661CE2RlK%2Bg%3D%3D&trackingId=9BJufbarobdQ6ciHQCTCZg%3D%3D&trk=flagship3_search_srp_jobs,
52,Junior Generalist Trading Operations Professional,Farallon Capital Management · Greater Minneapolis-St. Paul Area (On-site) Reposted  3 weeks ago,,,,"['Full-time · Associate', '201-500 employees · Investment Management', 'See how you compare to 24 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3619122914/?eBP=JOB_SEARCH_ORGANIC&refId=0o%2FMzlcHmT5gCQGH2PVPRQ%3D%3D&trackingId=zNbBQsZydHYr1HVs%2BUxy8g%3D%3D&trk=flagship3_search_srp_jobs,
53,Due Diligence Professional,Farallon Capital Management · San Francisco Bay Area (Hybrid) Reposted  3 weeks ago  · 93 applicants,,,,"['$100,000/yr - $130,000/yr (from job description) · Full-time · Entry level', '201-500 employees · Investment Management', '1 school alum works here', 'See how you compare to 93 applicants. Try Premium for free', 'Skills: Communication, Interpersonal Skills, +8 more']",https://www.linkedin.com/jobs/view/3619126412/?eBP=JOB_SEARCH_ORGANIC&refId=0o%2FMzlcHmT5gCQGH2PVPRQ%3D%3D&trackingId=agthETUaBR1DqmCF3DmBcQ%3D%3D&trk=flagship3_search_srp_jobs,
54,IT Help Desk Technician,"Farallon Capital Management · London, England, United Kingdom (Hybrid) Reposted  3 weeks ago  · 219 applicants",,,,"['Full-time · Associate', '201-500 employees · Investment Management', '1 school alum works here', 'See how you compare to 219 applicants. Try Premium for free', 'Skills: SharePoint, Help Desk Support, +8 more']",https://www.linkedin.com/jobs/view/3626484696/?eBP=JOB_SEARCH_ORGANIC&refId=0o%2FMzlcHmT5gCQGH2PVPRQ%3D%3D&trackingId=Vov6ZXqWTqw1Figd3%2F1Fpg%3D%3D&trk=flagship3_search_srp_jobs,
55,Quant Systems: Systems Engineer (London),"The D. E. Shaw Group · London, England, United Kingdom (Hybrid) Reposted  1 week ago  · 232 applicants",,,,"['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 232 applicants. Try Premium for free', 'Skills: Computer Science, Communication, +8 more']",https://www.linkedin.com/jobs/view/3527608857/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=Qa6swCPcigS%2F1LeDrk%2B13g%3D%3D&trk=flagship3_search_srp_jobs,
56,Quant Systems: Systems Engineer (New York),"The D. E. Shaw Group · New York, NY (Hybrid) Reposted  1 week ago  · 391 applicants",,,,"['$200,000/yr - $250,000/yr (from job description) · Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 391 applicants. Try Premium for free', 'Skills: Computer Science, Communication, +8 more']",https://www.linkedin.com/jobs/view/3527615073/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=J0odMHjwLt09qdpuNZy%2Byg%3D%3D&trk=flagship3_search_srp_jobs,
57,Trading Systems Ops Engineer,"The D. E. Shaw Group · New York, NY Reposted  2 days ago  · 97 applicants",,,,"['$200,000/yr - $225,000/yr (from job description) · Full-time · Entry level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 97 applicants. Try Premium for free', 'Skills: Communication, Computer Science, +4 more']",https://www.linkedin.com/jobs/view/3618020428/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=Q%2FwAS6zb4QOyCWX3jCmq%2Fg%3D%3D&trk=flagship3_search_srp_jobs,
58,Software Developer,"The D. E. Shaw Group · New York, NY (On-site) Reposted  3 weeks ago  · 1,772 applicants",,,,"['$200,000/yr (from job description) · Full-time · Entry level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 1,772 applicants. Try Premium for free', '1 of 1 skill matches your profile - you may be a good fit']",https://www.linkedin.com/jobs/view/3568939433/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=s5qDtr04YQITenBAZLkTbg%3D%3D&trk=flagship3_search_srp_jobs,
59,Generalist,"The D. E. Shaw Group · New York, NY (On-site) Reposted  5 days ago  · 1,578 applicants",,,,"['$125,000/yr - $200,000/yr (from job description) · Full-time · Entry level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 1,578 applicants. Try Premium for free', 'Skills: Computer Science, Analytical Skills, +8 more']",https://www.linkedin.com/jobs/view/3018253822/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=%2BlASu8htRJPL5fcQqRgCXw%3D%3D&trk=flagship3_search_srp_jobs,
60,People Analytics - Data Science & Reporting Analyst,"The D. E. Shaw Group · New York, NY (On-site) Reposted  5 hours ago  · 638 applicants",,,,"['$115,000/yr - $175,000/yr (from job description) · Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 638 applicants. Try Premium for free', 'Skills: Data Visualization, Data Analytics, +8 more']",https://www.linkedin.com/jobs/view/3618019730/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=rhf090YKscGO6ZMTLGAvWQ%3D%3D&trk=flagship3_search_srp_jobs,
61,Options: Software Developer/Trader,"The D. E. Shaw Group · New York, NY (On-site) Reposted  4 days ago  · 451 applicants",,,,"['$200,000/yr - $250,000/yr (from job description) · Full-time · Entry level', '1,001-5,000 employees · Financial Services', '36 school alumni work here', 'See how you compare to 451 applicants. Try Premium for free', '2 of 3 skills match your profile - you may be a good fit']",https://www.linkedin.com/jobs/view/3532484208/?eBP=JOB_SEARCH_ORGANIC&refId=MBOAETCe%2BwvjcuVzMiRlgw%3D%3D&trackingId=6P2v22lg03TIl6kNbEYj5w%3D%3D&trk=flagship3_search_srp_jobs,
62,ICS Analyst (Healthcare),"Sculptor Capital Management · New York, NY (Hybrid) Reposted  2 weeks ago  · 434 applicants",Elizabeth L.,https://www.linkedin.com/in/elizabeth-l-4810132a,,"['$125,000/yr - $150,000/yr (from job description) · Full-time · Associate', '201-500 employees · Financial Services', '1 school alum works here', 'See how you compare to 434 applicants. Try Premium for free', 'Skills: Analytical Skills, Investing, +8 more']",https://www.linkedin.com/jobs/view/3611381579/?eBP=JOB_SEARCH_ORGANIC&refId=073By98Tuf%2FuAyfrRcn%2Fqg%3D%3D&trackingId=pR0uy6aa2OxMPTWEVi5JQg%3D%3D&trk=flagship3_search_srp_jobs,
63,Office Assistant - Greenwich,"Verition Fund Management LLC · Greenwich, CT (On-site)  1 month ago  · 1 applicant",,,,"['Full-time · Entry level', '201-500 employees · Investment Management', '6 school alumni work here', 'See recent hiring trends for Verition Fund Management LLC. Try Premium for free', 'Skills: Interpersonal Skills, Confidentiality, +8 more']",https://www.linkedin.com/jobs/view/3641794719/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=oJpil3EzF7dyGxhEW0ShcQ%3D%3D&trk=flagship3_search_srp_jobs,
64,"Senior Developer, Treasury Systems","Verition Fund Management LLC · London, England, United Kingdom (On-site)  2 months ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Investment Management', 'See how you compare to 5 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3641794580/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=811md0%2BHlfdSZJ08cNaO7g%3D%3D&trk=flagship3_search_srp_jobs,
65,Operations Analyst,"Verition Fund Management LLC · New York, NY (On-site)  1 month ago  · 12 applicants",,,,"['$75,000/yr - $100,000/yr (from job description) · Full-time · Mid-Senior level', '201-500 employees · Investment Management', '6 school alumni work here', 'See how you compare to 12 applicants. Try Premium for free', 'Skills: Analytical Skills, Communication, +2 more']",https://www.linkedin.com/jobs/view/3656750094/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=hi0CX9073JPP36wYZg9DpA%3D%3D&trk=flagship3_search_srp_jobs,
66,Data Operations Analyst,"Verition Fund Management LLC · New York, NY (On-site)  1 month ago  · 3 applicants",,,,"['$90,000/yr - $130,000/yr (from job description) · Full-time · Mid-Senior level', '201-500 employees · Investment Management', '6 school alumni work here', 'See how you compare to 3 applicants. Try Premium for free', 'Skills: Communication, Data Analytics, +8 more']",https://www.linkedin.com/jobs/view/3641798345/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=a9KP15%2F5wlaZjbPmw84Q2w%3D%3D&trk=flagship3_search_srp_jobs,
67,Office Assistant - Singapore,"Verition Fund Management LLC · Singapore, Singapore (On-site)  1 month ago  · 58 applicants",,,,"['Full-time · Entry level', '201-500 employees · Investment Management', '6 school alumni work here', 'See how you compare to 58 applicants. Try Premium for free', 'Skills: Interpersonal Skills, Office Equipment, +8 more']",https://www.linkedin.com/jobs/view/3641797281/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=983Xl5q0iGtV6v1%2FJb3coQ%3D%3D&trk=flagship3_search_srp_jobs,
68,Trade Operations Associate,"Verition Fund Management LLC · New York, NY (On-site)  2 months ago",,,,"['$75,000/yr - $175,000/yr (from job description) · Full-time · Entry level', '201-500 employees · Investment Management', 'See how you compare to 73 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3641794447/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=OWU0XNgzssF3ed4eL1TN9g%3D%3D&trk=flagship3_search_srp_jobs,
69,Mortgage Analyst,"Verition Fund Management LLC · New York, NY (On-site)  2 months ago",,,,"['$85,000/yr - $125,000/yr (from job description) · Full-time · Mid-Senior level', '201-500 employees · Investment Management', 'See how you compare to 27 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3641793906/?eBP=JOB_SEARCH_ORGANIC&refId=y1vBICJ%2FiuUjjHN%2FVKexpw%3D%3D&trackingId=VGgHUJLzkzrO%2FNrXPYDTSw%3D%3D&trk=flagship3_search_srp_jobs,
70,Sr Data Scientist,"Voloridge Investment Management, LLC · Jupiter, FL  3 weeks ago  · 17 applicants",,,,"['Full-time · Mid-Senior level', '51-200 employees · Financial Services', '8 school alumni work here', 'See how you compare to 17 applicants. Try Premium for free', '7 of 10 skills match your profile - you may be a good fit']",https://www.linkedin.com/jobs/view/3656558239/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=f4puipGNv1UtwAyg0rXCCg%3D%3D&trk=flagship3_search_srp_jobs,
71,Senior Algo Software Engineer,"Voloridge Investment Management, LLC · Jupiter, FL (On-site) Reposted  2 weeks ago  · 20 applicants",,,,"['Full-time', '51-200 employees · Financial Services', '8 school alumni work here', 'See how you compare to 20 applicants. Try Premium for free', 'Skills: SQL, Linux, +8 more']",https://www.linkedin.com/jobs/view/3637360591/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=LpIfBZ8aIPtmec9V%2Btm41g%3D%3D&trk=flagship3_search_srp_jobs,
72,Quant Trader,"Voloridge Investment Management, LLC · Jupiter, FL (On-site) Reposted  3 days ago  · 225 applicants",,,,"['Full-time', '51-200 employees · Financial Services', '8 school alumni work here', 'See how you compare to 225 applicants. Try Premium for free', 'Skills: Python (Programming Language), SQL, +8 more']",https://www.linkedin.com/jobs/view/3622795965/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=TZjRjhiL5fMAqhKtj1kAGA%3D%3D&trk=flagship3_search_srp_jobs,
73,Senior Research Software Engineer,"Voloridge Investment Management, LLC · Jupiter, FL (On-site) Reposted  2 weeks ago  · 22 applicants",,,,"['Full-time', '51-200 employees · Financial Services', '8 school alumni work here', 'See how you compare to 22 applicants. Try Premium for free', 'Skills: Software Development, Computer Science, +8 more']",https://www.linkedin.com/jobs/view/3637360575/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=fuQEYQwg%2F1xqlVPXGNWS3A%3D%3D&trk=flagship3_search_srp_jobs,
74,Sr Research Software Engineer,"Voloridge Investment Management, LLC · Jupiter, FL (On-site)  1 month ago",,,,"['Full-time · Mid-Senior level', '51-200 employees · Financial Services', 'See recent hiring trends for Voloridge Investment Management, LLC. Try Premium for free']",https://www.linkedin.com/jobs/view/3661481608/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=BejaBXkAMIYvak4tGz6zOg%3D%3D&trk=flagship3_search_srp_jobs,
75,Trading Software Engineer,"Voloridge Investment Management, LLC · Jupiter, FL (On-site) Reposted  2 weeks ago  · 64 applicants",,,,"['Full-time', '51-200 employees · Financial Services', '8 school alumni work here', 'See how you compare to 64 applicants. Try Premium for free', 'Skills: Python (Programming Language), SQL, +8 more']",https://www.linkedin.com/jobs/view/3637356653/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=TlEZRI%2FU3Ee3gI00oaXqIQ%3D%3D&trk=flagship3_search_srp_jobs,
76,Sr Algo Software Engineer,"Voloridge Investment Management, LLC · Jupiter, FL (On-site)  3 weeks ago  · 0 applicants",,,,"['Full-time · Mid-Senior level', '51-200 employees · Financial Services', '8 school alumni work here', 'See recent hiring trends for Voloridge Investment Management, LLC. Try Premium for free', '6 of 10 skills match your profile - you may be a good fit']",https://www.linkedin.com/jobs/view/3660181969/?eBP=JOB_SEARCH_ORGANIC&refId=Z1pgw61ePpWlPbgjqKDYQw%3D%3D&trackingId=17prpK%2FJvOF7Y1pVhc9y9A%3D%3D&trk=flagship3_search_srp_jobs,
77,Junior Execution Trader,"Caxton Associates · New York, NY (On-site)  3 weeks ago",,,,"['$150,000/yr - $175,000/yr (from job description) · Full-time · Entry level', '201-500 employees · Financial Services', 'See recent hiring trends for Caxton Associates. Try Premium for free']",https://www.linkedin.com/jobs/view/3652424795/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=BmEDEpm62NCmveGCCVdSAA%3D%3D&trk=flagship3_search_srp_jobs,
78,Equity L/S Portfolio Manager - London,"Caxton Associates · London, England, United Kingdom (On-site)  2 weeks ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Financial Services', 'See recent hiring trends for Caxton Associates. Try Premium for free']",https://www.linkedin.com/jobs/view/3660578690/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=b6yyleZjiK6UMB2IULYB8g%3D%3D&trk=flagship3_search_srp_jobs,
79,Emerging Markets Macro Portfolio Manager - London,"Caxton Associates · London, England, United Kingdom (On-site)  2 weeks ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Financial Services', 'See recent hiring trends for Caxton Associates. Try Premium for free']",https://www.linkedin.com/jobs/view/3660579286/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=7v7wUU94Ued47VbIa5vdyA%3D%3D&trk=flagship3_search_srp_jobs,
80,Systematic Macro Portfolio Manager - London,"Caxton Associates · London, England, United Kingdom (On-site)  2 weeks ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Financial Services', 'See recent hiring trends for Caxton Associates. Try Premium for free']",https://www.linkedin.com/jobs/view/3660575798/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=Q1FYZPrukQl49k76Pc1c1w%3D%3D&trk=flagship3_search_srp_jobs,
81,Associate Portfolio Manager Program - EM Macro London,"Caxton Associates · London, England, United Kingdom (On-site)  1 month ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Financial Services', 'See how you compare to 7 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3651394880/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=o1iW5YaNtbiS%2BxqR9r01jw%3D%3D&trk=flagship3_search_srp_jobs,
82,Associate Portfolio Manager Program - Systematic Strategies,"Caxton Associates · London, England, United Kingdom (On-site)  1 month ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Financial Services', 'See how you compare to 3 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3651399304/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=BfN3TKUUMY3n45j1gK2BPw%3D%3D&trk=flagship3_search_srp_jobs,
83,Associate Portfolio Manager Program - London,"Caxton Associates · London, England, United Kingdom (On-site)  1 month ago",,,,"['Full-time · Mid-Senior level', '201-500 employees · Financial Services', 'See recent hiring trends for Caxton Associates. Try Premium for free']",https://www.linkedin.com/jobs/view/3654556570/?eBP=JOB_SEARCH_ORGANIC&refId=VVyAHM9rduU6%2BWISUGPAFQ%3D%3D&trackingId=1ZBa7pMGpRutzy8osMzeAQ%3D%3D&trk=flagship3_search_srp_jobs,
84,Analyst / Associate,"Marathon Asset Management · New York, NY (On-site)  3 weeks ago",,,,"['Full-time · Entry level', '51-200 employees · Investment Management', 'See how you compare to 29 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3656876697/?eBP=JOB_SEARCH_ORGANIC&refId=6XPmfXhFwIHRNIt%2FG4wduQ%3D%3D&trackingId=ZDR3NkNapWstEpFa9m%2FASA%3D%3D&trk=flagship3_search_srp_jobs,
